year,odometer,grade_of_rust,accident_zone,severity_of_accident,is_flooded,component,ease_of_acces(0-2),time_in_minutes,success,vehicle_type
2014.0,167000,2.0,side,2.0,0.0,headlight,1.0,25.0,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,mirror_side,1.0,21.5,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,radiator,1.0,86.6,0.0,combustion
2017.0,125000,2.0,rear,2.0,0.0,seat_front,1.0,31.8,0.0,combustion
2016.0,124000,2.0,side,2.0,0.0,starter,1.0,49.0,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,alternator,1.0,57.1,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,battery,1.0,12.5,0.0,hybrid
2017.0,125000,2.0,rear,2.0,0.0,bumper,1.0,67.8,1.0,combustion
2016.0,124000,2.0,side,2.0,0.0,door_front,1.0,91.3,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,door_rear,1.0,72.9,0.0,combustion
2022.0,57000,2.0,front,2.0,0.0,headlight,1.0,24.6,1.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,mirror_side,1.0,23.6,0.0,hybrid
2017.0,119000,2.0,side,2.0,0.0,radiator,1.0,67.9,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,seat_front,1.0,28.4,0.0,combustion
2022.0,57000,2.0,front,2.0,0.0,starter,1.0,52.1,0.0,combustion
2014.0,152000,2.0,rear,2.0,0.0,alternator,1.0,48.4,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,battery,1.0,11.9,1.0,combustion
2011.0,221000,2.0,none,2.0,0.0,bumper,1.0,70.9,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,door_front,1.0,81.4,0.0,hybrid
2022.0,29000,2.0,rear,2.0,0.0,door_rear,1.0,84.7,0.0,combustion
2008.0,229000,2.0,side,2.0,0.0,headlight,1.0,21.9,1.0,combustion
2008.0,249000,2.0,none,2.0,0.0,mirror_side,1.0,22.5,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,radiator,1.0,75.8,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,seat_front,1.0,31.3,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,starter,1.0,48.0,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,alternator,1.0,50.0,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,battery,1.0,13.3,1.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,bumper,1.0,67.3,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,door_front,1.0,98.3,0.0,combustion
2014.0,160000,2.0,none,2.0,0.0,door_rear,1.0,78.8,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,headlight,1.0,26.8,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,mirror_side,1.0,20.9,1.0,combustion
2019.0,76000,2.0,side,2.0,0.0,radiator,1.0,67.1,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,seat_front,1.0,29.0,0.0,combustion
2011.0,189000,2.0,front,2.0,0.0,starter,1.0,47.5,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,alternator,1.0,54.0,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,battery,1.0,13.2,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,bumper,1.0,64.6,0.0,hybrid
2009.0,234000,2.0,front,2.0,0.0,door_front,1.0,88.8,0.0,hybrid
2017.0,125000,2.0,rear,2.0,0.0,door_rear,1.0,92.3,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,headlight,1.0,25.5,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,mirror_side,1.0,22.2,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,radiator,1.0,81.2,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,seat_front,1.0,35.5,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,starter,1.0,50.5,1.0,combustion
2008.0,249000,2.0,none,2.0,0.0,alternator,1.0,54.6,0.0,combustion
2020.0,84000,2.0,front,2.0,0.0,battery,1.0,11.4,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,bumper,1.0,63.9,0.0,combustion
2019.0,76000,2.0,side,2.0,0.0,door_front,1.0,91.6,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,door_rear,1.0,87.4,0.0,combustion
2011.0,189000,2.0,front,2.0,0.0,headlight,1.0,27.5,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,mirror_side,1.0,21.4,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,radiator,1.0,72.9,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,seat_front,1.0,27.9,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,starter,1.0,56.8,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,alternator,1.0,52.6,0.0,hybrid
2017.0,119000,2.0,side,2.0,0.0,battery,1.0,14.1,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,bumper,1.0,60.6,0.0,combustion
2020.0,84000,2.0,front,2.0,0.0,door_front,1.0,87.9,0.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,door_rear,1.0,81.2,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,headlight,1.0,23.1,0.0,combustion
2022.0,52000,2.0,none,2.0,0.0,mirror_side,1.0,20.5,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,radiator,1.0,76.5,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,seat_front,1.0,30.2,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,starter,1.0,47.3,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,alternator,1.0,55.6,0.0,combustion
2022.0,57000,2.0,front,2.0,0.0,battery,1.0,11.2,0.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,bumper,1.0,70.1,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,door_front,1.0,82.5,0.0,combustion
2018.0,91000,2.0,none,2.0,0.0,door_rear,1.0,71.7,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,headlight,1.0,26.0,0.0,combustion
2013.0,169000,2.0,rear,2.0,0.0,mirror_side,1.0,21.4,1.0,combustion
2021.0,61000,2.0,side,2.0,0.0,radiator,1.0,68.1,0.0,combustion
2011.0,221000,2.0,none,2.0,0.0,seat_front,1.0,30.4,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,starter,1.0,48.8,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,alternator,1.0,53.8,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,battery,1.0,11.9,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,bumper,1.0,60.8,0.0,hybrid
2019.0,80000,2.0,front,2.0,0.0,door_front,1.0,86.1,0.0,combustion
2019.0,91000,2.0,rear,2.0,0.0,door_rear,1.0,87.8,0.0,combustion
2008.0,229000,2.0,side,2.0,0.0,headlight,1.0,25.9,0.0,combustion
2018.0,91000,2.0,none,2.0,0.0,mirror_side,1.0,19.5,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,radiator,1.0,80.0,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,seat_front,1.0,34.3,0.0,combustion
2011.0,215000,2.0,side,2.0,0.0,starter,1.0,49.0,0.0,hybrid
2014.0,160000,2.0,none,2.0,0.0,alternator,1.0,57.9,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,battery,1.0,12.4,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,bumper,1.0,57.9,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,door_front,1.0,97.5,0.0,combustion
2014.0,160000,2.0,none,2.0,0.0,door_rear,1.0,77.6,0.0,combustion
2011.0,189000,2.0,front,2.0,0.0,headlight,1.0,24.8,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,mirror_side,1.0,21.3,0.0,combustion
2011.0,215000,2.0,side,2.0,0.0,radiator,1.0,68.5,0.0,hybrid
2012.0,169000,2.0,none,2.0,0.0,seat_front,1.0,31.8,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,starter,1.0,51.2,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,alternator,1.0,58.1,0.0,combustion
2012.0,201000,2.0,side,2.0,0.0,battery,1.0,11.0,0.0,combustion
2008.0,249000,2.0,none,2.0,0.0,bumper,1.0,68.7,1.0,combustion
2011.0,189000,2.0,front,2.0,0.0,door_front,1.0,89.7,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,door_rear,1.0,78.1,0.0,hybrid
2010.0,209000,2.0,side,2.0,0.0,headlight,1.0,21.8,0.0,hybrid
2008.0,249000,2.0,none,2.0,0.0,mirror_side,1.0,22.4,0.0,combustion
2021.0,70000,2.0,front,2.0,0.0,radiator,1.0,62.9,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,seat_front,1.0,34.6,0.0,combustion
2019.0,76000,2.0,side,2.0,0.0,starter,1.0,48.9,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,alternator,1.0,54.6,0.0,combustion
2013.0,184000,2.0,front,2.0,0.0,battery,1.0,12.2,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,bumper,1.0,65.5,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,door_front,1.0,92.1,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,door_rear,1.0,82.0,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,headlight,1.0,25.9,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,mirror_side,1.0,22.3,1.0,combustion
2018.0,116000,2.0,side,2.0,0.0,radiator,1.0,70.4,0.0,hybrid
2022.0,52000,2.0,none,2.0,0.0,seat_front,1.0,28.6,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,starter,1.0,51.8,0.0,hybrid
2009.0,224000,2.0,rear,2.0,0.0,alternator,1.0,57.5,0.0,hybrid
2012.0,201000,2.0,side,2.0,0.0,battery,1.0,11.7,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,bumper,1.0,69.4,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,door_front,1.0,91.3,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,door_rear,1.0,85.1,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,headlight,1.0,25.6,0.0,combustion
2014.0,160000,2.0,none,2.0,0.0,mirror_side,1.0,22.2,1.0,combustion
2010.0,217000,2.0,front,2.0,0.0,radiator,1.0,77.4,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,seat_front,1.0,34.0,0.0,combustion
2018.0,116000,2.0,side,2.0,0.0,starter,1.0,45.8,0.0,hybrid
2022.0,52000,2.0,none,2.0,0.0,alternator,1.0,50.3,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,battery,1.0,11.0,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,bumper,1.0,57.6,1.0,combustion
2019.0,76000,2.0,side,2.0,0.0,door_front,1.0,88.0,0.0,combustion
2022.0,52000,2.0,none,2.0,0.0,door_rear,1.0,74.5,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,headlight,1.0,26.4,0.0,hybrid
2014.0,152000,2.0,rear,2.0,0.0,mirror_side,1.0,18.7,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,radiator,1.0,73.2,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,seat_front,1.0,27.6,0.0,hybrid
2012.0,180000,2.0,front,2.0,0.0,starter,1.0,49.0,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,alternator,1.0,54.8,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,battery,1.0,12.2,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,bumper,1.0,73.8,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,door_front,1.0,84.9,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,door_rear,1.0,77.3,0.0,hybrid
2015.0,163000,2.0,side,2.0,0.0,headlight,1.0,24.8,1.0,combustion
2017.0,128000,2.0,none,2.0,0.0,mirror_side,1.0,23.2,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,radiator,1.0,83.0,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,seat_front,1.0,33.3,0.0,combustion
2012.0,201000,2.0,side,2.0,0.0,starter,1.0,54.6,0.0,combustion
2022.0,52000,2.0,none,2.0,0.0,alternator,1.0,55.1,1.0,combustion
2017.0,123000,2.0,front,2.0,0.0,battery,1.0,12.6,1.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,bumper,1.0,58.5,0.0,combustion
2016.0,124000,2.0,side,2.0,0.0,door_front,1.0,86.3,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,door_rear,1.0,85.3,1.0,combustion
2019.0,80000,2.0,front,2.0,0.0,headlight,1.0,28.8,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,mirror_side,1.0,22.9,1.0,combustion
2011.0,215000,2.0,side,2.0,0.0,radiator,1.0,73.8,0.0,hybrid
2013.0,181000,2.0,none,2.0,0.0,seat_front,1.0,29.8,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,starter,1.0,51.9,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,alternator,1.0,53.7,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,battery,1.0,12.6,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,bumper,1.0,65.0,1.0,hybrid
2018.0,94000,2.0,front,2.0,0.0,door_front,1.0,90.4,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,door_rear,1.0,88.3,0.0,combustion
2015.0,163000,2.0,side,2.0,0.0,headlight,1.0,24.0,1.0,combustion
2010.0,230000,2.0,none,2.0,0.0,mirror_side,1.0,21.1,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,radiator,1.0,82.0,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,seat_front,1.0,31.1,0.0,hybrid
2015.0,163000,2.0,side,2.0,0.0,starter,1.0,42.9,0.0,combustion
2018.0,91000,2.0,none,2.0,0.0,alternator,1.0,56.6,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,battery,1.0,13.2,0.0,combustion
2021.0,81000,2.0,rear,2.0,0.0,bumper,1.0,64.3,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,door_front,1.0,85.3,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,door_rear,1.0,70.4,1.0,combustion
2010.0,217000,2.0,front,2.0,0.0,headlight,1.0,27.2,1.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,mirror_side,1.0,19.8,0.0,combustion
2010.0,209000,2.0,side,2.0,0.0,radiator,1.0,70.1,0.0,hybrid
2017.0,128000,2.0,none,2.0,0.0,seat_front,1.0,28.7,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,starter,1.0,53.5,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,alternator,1.0,52.0,1.0,combustion
2016.0,124000,2.0,side,2.0,0.0,battery,1.0,11.0,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,bumper,1.0,59.9,0.0,combustion
2013.0,184000,2.0,front,2.0,0.0,door_front,1.0,75.6,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,door_rear,1.0,85.4,0.0,hybrid
2020.0,62000,2.0,side,2.0,0.0,headlight,1.0,25.0,0.0,combustion
2018.0,91000,2.0,none,2.0,0.0,mirror_side,1.0,20.9,0.0,combustion
2012.0,180000,2.0,front,2.0,0.0,radiator,1.0,81.1,0.0,combustion
2019.0,91000,2.0,rear,2.0,0.0,seat_front,1.0,33.9,0.0,combustion
2010.0,209000,2.0,side,2.0,0.0,starter,1.0,48.6,0.0,hybrid
2018.0,91000,2.0,none,2.0,0.0,alternator,1.0,52.6,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,battery,1.0,11.8,0.0,combustion
2013.0,169000,2.0,rear,2.0,0.0,bumper,1.0,64.6,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,door_front,1.0,89.3,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,door_rear,1.0,76.1,0.0,combustion
2009.0,234000,2.0,front,2.0,0.0,headlight,1.0,27.0,0.0,hybrid
2011.0,226000,2.0,rear,2.0,0.0,mirror_side,1.0,23.3,0.0,combustion
2008.0,229000,2.0,side,2.0,0.0,radiator,1.0,70.8,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,seat_front,1.0,30.8,1.0,combustion
2011.0,189000,2.0,front,2.0,0.0,starter,1.0,56.5,0.0,combustion
2014.0,152000,2.0,rear,2.0,0.0,alternator,1.0,55.1,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,battery,1.0,12.5,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,bumper,1.0,67.2,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,door_front,1.0,80.9,0.0,combustion
2019.0,91000,2.0,rear,2.0,0.0,door_rear,1.0,87.1,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,headlight,1.0,25.0,1.0,combustion
2009.0,263000,2.0,none,2.0,0.0,mirror_side,1.0,21.7,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,radiator,1.0,75.1,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,seat_front,1.0,32.0,0.0,hybrid
2021.0,61000,2.0,side,2.0,0.0,starter,1.0,48.2,0.0,combustion
2019.0,97000,2.0,none,2.0,0.0,alternator,1.0,52.7,1.0,combustion
2011.0,189000,2.0,front,2.0,0.0,battery,1.0,11.6,1.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,bumper,1.0,71.9,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,door_front,1.0,96.8,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,door_rear,1.0,74.9,0.0,combustion
2011.0,189000,2.0,front,2.0,0.0,headlight,1.0,27.0,0.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,mirror_side,1.0,20.1,0.0,combustion
2011.0,215000,2.0,side,2.0,0.0,radiator,1.0,73.4,0.0,hybrid
2008.0,249000,2.0,none,2.0,0.0,seat_front,1.0,29.3,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,starter,1.0,52.1,0.0,combustion
2019.0,91000,2.0,rear,2.0,0.0,alternator,1.0,58.0,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,battery,1.0,12.8,0.0,combustion
2014.0,160000,2.0,none,2.0,0.0,bumper,1.0,65.7,0.0,combustion
2017.0,123000,2.0,front,2.0,0.0,door_front,1.0,79.0,0.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,door_rear,1.0,75.2,0.0,hybrid
2019.0,76000,2.0,side,2.0,0.0,headlight,1.0,26.2,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,mirror_side,1.0,21.8,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,radiator,1.0,81.9,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,seat_front,1.0,32.9,0.0,combustion
2018.0,116000,2.0,side,2.0,0.0,starter,1.0,47.4,0.0,hybrid
2010.0,230000,2.0,none,2.0,0.0,alternator,1.0,55.3,1.0,combustion
2016.0,143000,2.0,front,2.0,0.0,battery,1.0,12.1,0.0,combustion
2013.0,169000,2.0,rear,2.0,0.0,bumper,1.0,63.2,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,door_front,1.0,87.7,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,door_rear,1.0,87.0,1.0,combustion
2019.0,80000,2.0,front,2.0,0.0,headlight,1.0,25.9,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,mirror_side,1.0,21.5,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,radiator,1.0,77.6,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,seat_front,1.0,27.7,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,starter,1.0,52.3,0.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,alternator,1.0,50.1,1.0,combustion
2014.0,167000,2.0,side,2.0,0.0,battery,1.0,13.5,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,bumper,1.0,64.7,0.0,combustion
2022.0,57000,2.0,front,2.0,0.0,door_front,1.0,75.8,0.0,combustion
2019.0,91000,2.0,rear,2.0,0.0,door_rear,1.0,76.1,0.0,combustion
2011.0,215000,2.0,side,2.0,0.0,headlight,1.0,24.2,0.0,hybrid
2019.0,97000,2.0,none,2.0,0.0,mirror_side,1.0,21.7,0.0,combustion
2008.0,241000,2.0,front,2.0,0.0,radiator,1.0,75.5,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,seat_front,1.0,30.9,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,starter,1.0,52.6,0.0,combustion
2008.0,249000,2.0,none,2.0,0.0,alternator,1.0,55.4,0.0,combustion
2019.0,80000,2.0,front,2.0,0.0,battery,1.0,13.3,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,bumper,1.0,59.0,1.0,combustion
2021.0,61000,2.0,side,2.0,0.0,door_front,1.0,89.7,0.0,combustion
2021.0,55000,2.0,none,2.0,0.0,door_rear,1.0,81.1,1.0,combustion
2009.0,234000,2.0,front,2.0,0.0,headlight,1.0,27.8,0.0,hybrid
2019.0,91000,2.0,rear,2.0,0.0,mirror_side,1.0,21.1,0.0,combustion
2014.0,167000,2.0,side,2.0,0.0,radiator,1.0,77.9,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,seat_front,1.0,29.3,0.0,combustion
2021.0,70000,2.0,front,2.0,0.0,starter,1.0,53.8,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,alternator,1.0,54.6,0.0,combustion
2020.0,62000,2.0,side,2.0,0.0,battery,1.0,11.7,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,bumper,1.0,62.3,0.0,combustion
2015.0,152000,2.0,front,2.0,0.0,door_front,1.0,84.4,0.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,door_rear,1.0,88.3,0.0,hybrid
2021.0,61000,2.0,side,2.0,0.0,headlight,1.0,25.0,0.0,combustion
2010.0,230000,2.0,none,2.0,0.0,mirror_side,1.0,21.7,0.0,combustion
2018.0,94000,2.0,front,2.0,0.0,radiator,1.0,75.6,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,seat_front,1.0,33.9,0.0,combustion
2017.0,119000,2.0,side,2.0,0.0,starter,1.0,57.9,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,alternator,1.0,59.1,1.0,combustion
2019.0,80000,2.0,front,2.0,0.0,battery,1.0,11.5,0.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,bumper,1.0,64.0,0.0,combustion
2011.0,215000,2.0,side,2.0,0.0,door_front,1.0,91.4,0.0,hybrid
2011.0,221000,2.0,none,2.0,0.0,door_rear,1.0,81.7,1.0,combustion
2021.0,70000,2.0,front,2.0,0.0,headlight,1.0,25.0,0.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,mirror_side,1.0,23.0,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,radiator,1.0,69.2,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,seat_front,1.0,32.6,0.0,combustion
2014.0,162000,2.0,front,2.0,0.0,starter,1.0,49.9,0.0,combustion
2018.0,98000,2.0,rear,2.0,0.0,alternator,1.0,56.9,0.0,combustion
2010.0,209000,2.0,side,2.0,0.0,battery,1.0,11.6,0.0,hybrid
2017.0,128000,2.0,none,2.0,0.0,bumper,1.0,60.0,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,door_front,1.0,86.4,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,door_rear,1.0,82.2,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,headlight,1.0,22.6,0.0,combustion
2012.0,169000,2.0,none,2.0,0.0,mirror_side,1.0,19.5,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,radiator,1.0,79.9,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,seat_front,1.0,34.0,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,starter,1.0,47.0,0.0,combustion
2009.0,263000,2.0,none,2.0,0.0,alternator,1.0,52.4,0.0,combustion
2013.0,184000,2.0,front,2.0,0.0,battery,1.0,11.8,1.0,combustion
2011.0,226000,2.0,rear,2.0,0.0,bumper,1.0,70.2,0.0,combustion
2013.0,171000,2.0,side,2.0,0.0,door_front,1.0,86.6,0.0,combustion
2017.0,128000,2.0,none,2.0,0.0,door_rear,1.0,80.4,1.0,combustion
2022.0,57000,2.0,front,2.0,0.0,headlight,1.0,25.2,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,mirror_side,1.0,23.1,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,radiator,1.0,76.7,0.0,combustion
2008.0,249000,2.0,none,2.0,0.0,seat_front,1.0,29.9,0.0,combustion
2010.0,217000,2.0,front,2.0,0.0,starter,1.0,50.1,0.0,combustion
2010.0,203000,2.0,rear,2.0,0.0,alternator,1.0,54.4,1.0,combustion
2013.0,171000,2.0,side,2.0,0.0,battery,1.0,11.9,0.0,combustion
2016.0,147000,2.0,none,2.0,0.0,bumper,1.0,62.1,1.0,combustion
2011.0,189000,2.0,front,2.0,0.0,door_front,1.0,80.5,0.0,combustion
2016.0,142000,2.0,rear,2.0,0.0,door_rear,1.0,85.5,0.0,combustion
2011.0,215000,2.0,side,2.0,0.0,headlight,1.0,24.6,0.0,hybrid
2009.0,263000,2.0,none,2.0,0.0,mirror_side,1.0,22.7,1.0,combustion
2011.0,189000,2.0,front,2.0,0.0,radiator,1.0,81.5,1.0,combustion
2009.0,224000,2.0,rear,2.0,0.0,seat_front,1.0,32.1,0.0,hybrid
2022.0,60000,2.0,side,2.0,0.0,starter,1.0,45.2,0.0,combustion
2015.0,132000,2.0,none,2.0,0.0,alternator,1.0,52.5,0.0,hybrid
2009.0,234000,2.0,front,2.0,0.0,battery,1.0,13.6,0.0,hybrid
2018.0,98000,2.0,rear,2.0,0.0,bumper,1.0,68.2,1.0,combustion
2018.0,116000,2.0,side,2.0,0.0,door_front,1.0,94.0,0.0,hybrid
2014.0,160000,2.0,none,2.0,0.0,door_rear,1.0,82.7,0.0,combustion
2021.0,70000,2.0,front,2.0,0.0,headlight,1.0,24.4,0.0,combustion
2012.0,232000,2.0,rear,2.0,0.0,mirror_side,1.0,20.5,0.0,combustion
2022.0,60000,2.0,side,2.0,0.0,radiator,1.0,75.8,0.0,combustion
2013.0,181000,2.0,none,2.0,0.0,seat_front,1.0,31.1,1.0,combustion
2012.0,180000,2.0,front,2.0,0.0,starter,1.0,54.6,0.0,combustion
2008.0,263000,2.0,rear,2.0,0.0,alternator,1.0,51.4,0.0,combustion
2021.0,61000,2.0,side,2.0,0.0,battery,1.0,11.9,1.0,combustion
2010.0,230000,2.0,none,2.0,0.0,bumper,1.0,58.2,0.0,combustion
2016.0,143000,2.0,front,2.0,0.0,door_front,1.0,84.1,1.0,combustion
2020.0,71000,2.0,rear,2.0,0.0,door_rear,1.0,92.0,0.0,hybrid
2009.0,229000,2.0,side,2.0,0.0,headlight,1.0,25.1,0.0,combustion
2019.0,97000,2.0,none,2.0,0.0,mirror_side,1.0,22.6,0.0,combustion
2021.0,70000,2.0,front,2.0,0.0,radiator,1.0,77.5,0.0,combustion
2015.0,143000,2.0,rear,2.0,0.0,seat_front,1.0,32.6,0.0,combustion
2009.0,229000,2.0,side,2.0,0.0,starter,1.0,44.8,0.0,combustion
2020.0,66000,2.0,none,2.0,0.0,alternator,1.0,53.1,1.0,combustion
2010.0,217000,2.0,front,2.0,0.0,battery,1.0,12.2,0.0,combustion
